Concept,elb_concept/prefLabel?,broader_pomoc,POMOC,literackie tak/nie/nie_wiem,exactMatch,narrowMatch,broadMatch,LOC_ID/exactMatch?close?,altLabel fin_a,Fi_Id/exactMatch?close?,altLabel cze_a,Cze_ID/exactMatch?close?,altLabel field_a_esp,esp_ID_exactMatch?close?,slownik_Hubar/exactMatch?close?,altLabel_pl
libri_thesauri_216,adoxography,,FALSE,tak,['http://www.wikidata.org/entity/Q4684656'],,,[],[],[],[],[],[],[],['https:/bn-lit-skos.lab.dariah.pl/scheme/Adoksografia'],['Adoksografia']
libri_thesauri_6632,aphorism,['literary work'],FALSE,tak,['http://www.wikidata.org/entity/Q165740'],,['libri_thesauri_4714'],['sh85005966'],['aforismit'],['http://www.yso.fi/onto/yso/p15630'],['aforismy'],['ph118277'],[],[],['https:/bn-lit-skos.lab.dariah.pl/scheme/Aforyzmy'],['Aforyzmy']
libri_thesauri_10263,Acmeist poetry,"['literary movement', 'style']",FALSE,tak,['http://www.wikidata.org/entity/Q420245'],,"['libri_thesauri_2042', 'libri_thesauri_11810']",['sh85000557'],['akmeismi'],['http://www.yso.fi/onto/yso/p25801'],['akméismus'],['ph558985'],[],[],['https:/bn-lit-skos.lab.dariah.pl/scheme/Akmeizm'],['Akmeizm']
libri_thesauri_5958,alliteration,,FALSE,tak,['http://www.wikidata.org/entity/Q484495'],,,['sh85003695'],['alkusointu'],['http://www.yso.fi/onto/yso/p14153'],[],[],[],[],['https:/bn-lit-skos.lab.dariah.pl/scheme/Aliteracja'],['Aliteracja']
libri_thesauri_14130,allusion,,FALSE,tak,['http://www.wikidata.org/entity/Q506667'],,,['sh85003729'],['alluusiot'],['http://www.yso.fi/onto/yso/p8744'],[],[],[],[],['https:/bn-lit-skos.lab.dariah.pl/scheme/Aluzja'],['Aluzja']
libri_thesauri_8932,antihero,['hero'],FALSE,tak,['http://www.wikidata.org/entity/Q110910'],,['libri_thesauri_4131'],['sh85005681'],['antisankarit'],['http://www.yso.fi/onto/yso/p21016'],[],[],[],[],['https:/bn-lit-skos.lab.dariah.pl/scheme/Antybohater'],['Antybohater']
libri_thesauri_208,Apostrophe,,FALSE,tak,['http://www.wikidata.org/entity/Q98151796'],,,['sh85006062'],[],[],[],[],[],[],['https:/bn-lit-skos.lab.dariah.pl/scheme/Apostrofa'],['Apostrofa']
libri_thesauri_462,autobiography,['written source'],FALSE,tak,['http://www.wikidata.org/entity/Q4184'],['libri_thesauri_10568'],['libri_thesauri_7461'],['sh85010049'],[],[],['autobiografie'],['ph114096'],[],[],['https:/bn-lit-skos.lab.dariah.pl/scheme/Autobiografia'],['Autobiografia']
libri_thesauri_6684,Baroque,['style'],FALSE,tak,['http://www.wikidata.org/entity/Q37853'],"['libri_thesauri_499', 'libri_thesauri_2159', 'libri_thesauri_12336', 'libri_thesauri_2860', 'libri_thesauri_294', 'libri_thesauri_7841', 'libri_thesauri_10819', 'libri_thesauri_7557', 'libri_thesauri_6177', 'libri_thesauri_1888', 'libri_thesauri_3043', 'libri_thesauri_11037', 'libri_thesauri_11955', 'libri_thesauri_1644', 'libri_thesauri_8261', 'libri_thesauri_9983', 'libri_thesauri_2290', 'libri_thesauri_3136', 'libri_thesauri_11085', 'libri_thesauri_5365', 'libri_thesauri_11347', 'libri_thesauri_3782', 'libri_thesauri_6146', 'libri_thesauri_2218', 'libri_thesauri_5785', 'libri_thesauri_3926', 'libri_thesauri_10943', 'libri_thesauri_11145']",['libri_thesauri_11810'],['sh85008345'],['barokki'],['http://www.yso.fi/onto/yso/p15757'],['baroko'],['ph118766'],[],[],['https:/bn-lit-skos.lab.dariah.pl/scheme/Barok'],['Barok']
libri_thesauri_204,Biblia pauperum,,FALSE,nie wiem,['http://www.wikidata.org/entity/Q681856'],,,[],[],[],[],[],[],[],['https:/bn-lit-skos.lab.dariah.pl/scheme/Biblia_pauperum'],['Biblia_pauperum']
libri_thesauri_585,biographistics,"['literary studies', 'biography', 'historiography']",FALSE,tak,['http://www.wikidata.org/entity/Q9171867'],['libri_thesauri_2837'],"['libri_thesauri_2049', 'libri_thesauri_4758', 'libri_thesauri_7200']",[],[],[],['biografistika'],['ph1017314'],[],[],['https:/bn-lit-skos.lab.dariah.pl/scheme/Biografistyka'],['Biografistyka']
libri_thesauri_203,Blason,,FALSE,nie wiem,['http://www.wikidata.org/entity/Q99662268'],,,[],[],[],[],[],[],[],['https:/bn-lit-skos.lab.dariah.pl/scheme/Blason'],['Blason']
libri_thesauri_202,cento,"['Christian literature', 'poetry', 'religious poetry']",FALSE,tak,['http://www.wikidata.org/entity/Q568286'],,"['libri_thesauri_10520', 'libri_thesauri_2574', 'libri_thesauri_3025']",[],[],[],[],[],[],[],['https:/bn-lit-skos.lab.dariah.pl/scheme/Centon'],['Centon']
libri_thesauri_6588,cyberpunk,['style'],FALSE,tak,['http://www.wikidata.org/entity/Q174526'],,['libri_thesauri_11810'],['sh2012000080'],['kyberpunk'],['http://www.yso.fi/onto/yso/p15528'],[],[],[],[],['https:/bn-lit-skos.lab.dariah.pl/scheme/Cyberpunk'],['Cyberpunk']
libri_thesauri_1048,Decadent movement,['literary movement'],FALSE,tak,['http://www.wikidata.org/entity/Q846094'],,['libri_thesauri_2042'],['sh85036155'],[],[],['dekadence (literatura)'],['ph138353'],[],[],['https:/bn-lit-skos.lab.dariah.pl/scheme/Dekadentyzm'],['Dekadentyzm']
libri_thesauri_196,Diaries,,FALSE,tak,['http://www.wikidata.org/entity/Q25415538'],,,[],[],[],[],[],[],[],['https:/bn-lit-skos.lab.dariah.pl/scheme/Dzienniki'],['Dzienniki']
libri_thesauri_10837,ekphrasis,"['creative and professional writing', 'literature and art', 'rhetoric', 'depiction']",FALSE,tak,['http://www.wikidata.org/entity/Q1323450'],,"['libri_thesauri_950', 'libri_thesauri_2051', 'libri_thesauri_12570', 'libri_thesauri_11590']",['sh85041446'],['ekfrasis'],['http://www.yso.fi/onto/yso/p28509'],['ekfráze'],['ph914019'],[],[],['https:/bn-lit-skos.lab.dariah.pl/scheme/Ekfraza'],['Ekfraza']
libri_thesauri_4031,elegy,"['lyric poetry', 'poem']",FALSE,tak,['http://www.wikidata.org/entity/Q174864'],,"['libri_thesauri_5706', 'libri_thesauri_9975']",[],['elegiat (runot)'],['http://www.yso.fi/onto/yso/p10201'],['elegie (literatura)'],['ph566138'],[],[],['https:/bn-lit-skos.lab.dariah.pl/scheme/Elegia'],['Elegia']
libri_thesauri_193,elf in a work of fiction,,FALSE,nie wiem,['http://www.wikidata.org/entity/Q3050815'],,,[],[],[],[],[],[],[],['https:/bn-lit-skos.lab.dariah.pl/scheme/Elfy'],['Elfy']
libri_thesauri_189,epithalamium,,FALSE,tak,['http://www.wikidata.org/entity/Q686027'],,,['sh85044463'],[],[],[],[],[],[],['https:/bn-lit-skos.lab.dariah.pl/scheme/Epitalamium'],['Epitalamium']
libri_thesauri_188,Il mondo nuovo,,FALSE,tak,['http://www.wikidata.org/entity/Q28125626'],,,[],[],[],[],[],[],[],['https:/bn-lit-skos.lab.dariah.pl/scheme/Epos'],['Epos']
libri_thesauri_187,epyllion,,FALSE,tak,['http://www.wikidata.org/entity/Q446523'],,,[],[],[],[],[],[],[],['https:/bn-lit-skos.lab.dariah.pl/scheme/Epyllion'],['Epyllion']
libri_thesauri_8181,essay,"['prose', 'literary work']",FALSE,tak,['http://www.wikidata.org/entity/Q35760'],,"['libri_thesauri_2687', 'libri_thesauri_4714']",['sh85044914'],['esseet'],['http://www.yso.fi/onto/yso/p19188'],['esej'],['ph203855'],[],[],['https:/bn-lit-skos.lab.dariah.pl/scheme/Esej'],['Esej']
libri_thesauri_185,exemplum,,FALSE,tak,['http://www.wikidata.org/entity/Q1993117'],,,['sh85046320'],[],[],[],[],[],[],['https:/bn-lit-skos.lab.dariah.pl/scheme/Exemplum'],['Exemplum']
libri_thesauri_1292,fabliau,['medieval literature'],FALSE,tak,['http://www.wikidata.org/entity/Q905171'],,['libri_thesauri_2156'],[],[],[],['fabliaux'],['ph909111'],[],[],['https:/bn-lit-skos.lab.dariah.pl/scheme/Fabliaux'],['Fabliaux']
libri_thesauri_1326,feuilleton,['prose'],FALSE,tak,['http://www.wikidata.org/entity/Q193195'],,['libri_thesauri_2687'],['sh85047988'],[],[],['fejeton'],['ph419649'],[],[],['https:/bn-lit-skos.lab.dariah.pl/scheme/Felieton'],['Felieton']
libri_thesauri_182,"Trifles, Jests",,FALSE,tak,['http://www.wikidata.org/entity/Q19138412'],,,[],[],[],[],[],[],[],['https:/bn-lit-skos.lab.dariah.pl/scheme/Figliki'],['Figliki']
libri_thesauri_6166,fiction,['style'],FALSE,tak,['http://www.wikidata.org/entity/Q8253'],"['libri_thesauri_10269', 'libri_thesauri_10727', 'libri_thesauri_7672', 'libri_thesauri_10081']",['libri_thesauri_11810'],['sh85048050'],['fiktio'],['http://www.yso.fi/onto/yso/p14600'],['fikce'],['ph120174'],[],[],['https:/bn-lit-skos.lab.dariah.pl/scheme/Fikcja_literacka'],['Fikcja_literacka']
libri_thesauri_5526,futurism,"['modern art', 'style']",FALSE,tak,['http://www.wikidata.org/entity/Q131221'],,"['libri_thesauri_14502', 'libri_thesauri_11810']",['sh85052619'],['futurismi'],['http://www.yso.fi/onto/yso/p1323'],['futurismus (umění)'],['ph117192'],[],[],['https:/bn-lit-skos.lab.dariah.pl/scheme/Futuryzm'],['Futuryzm']
libri_thesauri_1445,genology,['literary theory'],FALSE,tak,['http://www.wikidata.org/entity/Q3508604'],['libri_thesauri_2036'],['libri_thesauri_4278'],[],[],[],['genologie'],['ph138243'],[],[],['https:/bn-lit-skos.lab.dariah.pl/scheme/Genologia'],['Genologia']
libri_thesauri_6574,grotesque,['style'],FALSE,tak,['http://www.wikidata.org/entity/Q218248'],,['libri_thesauri_11810'],['sh85057441'],['groteski'],['http://www.yso.fi/onto/yso/p15490'],['grotesky'],['ph303245'],[],[],['https:/bn-lit-skos.lab.dariah.pl/scheme/Groteska'],['Groteska']
libri_thesauri_7496,haiku,"['lyric poetry', 'Japanese poetry', 'poem']",FALSE,tak,['http://www.wikidata.org/entity/Q37707'],,"['libri_thesauri_5706', 'libri_thesauri_1867', 'libri_thesauri_9975']",['sh85058289'],['haikut'],['http://www.yso.fi/onto/yso/p17578'],['haiku'],['ph114647'],[],[],['https:/bn-lit-skos.lab.dariah.pl/scheme/Haiku'],['Haiku']
libri_thesauri_7291,history of literature,"['literary studies', 'literary theory']",FALSE,tak,['http://www.wikidata.org/entity/Q6497044'],,"['libri_thesauri_2049', 'libri_thesauri_4278']",[],['kirjallisuudenhistoria'],['http://www.yso.fi/onto/yso/p17103'],['literární historie'],['ph122385'],[],[],['https:/bn-lit-skos.lab.dariah.pl/scheme/Historia_literatury'],['Historia_literatury']
libri_thesauri_11294,description,,FALSE,nie wiem,['http://www.wikidata.org/entity/Q1200750'],['libri_thesauri_11590'],,[],['kuvailu'],['http://www.yso.fi/onto/yso/p334'],[],[],[],[],['https:/bn-lit-skos.lab.dariah.pl/scheme/Hypotypoza'],['Hypotypoza']
libri_thesauri_7333,intertextuality,,FALSE,tak,['http://www.wikidata.org/entity/Q667404'],,,['sh88005212'],['intertekstuaalisuus'],['http://www.yso.fi/onto/yso/p17213'],['intertextualita'],['ph114788'],[],[],['https:/bn-lit-skos.lab.dariah.pl/scheme/Intertekstualnosc'],['Intertekstualnosc']
libri_thesauri_169,Invocation,,FALSE,tak,['http://www.wikidata.org/entity/Q50385813'],,,['sh85067760'],[],[],[],[],[],[],['https:/bn-lit-skos.lab.dariah.pl/scheme/Inwokacja'],['Inwokacja']
libri_thesauri_166,katabasis,,FALSE,nie wiem,['http://www.wikidata.org/entity/Q1223779'],,,[],[],[],[],[],[],[],['https:/bn-lit-skos.lab.dariah.pl/scheme/Katabaza'],['Katabaza']
libri_thesauri_165,Katharsis,,FALSE,nie wiem,['http://www.wikidata.org/entity/Q234362'],,,[],[],[],[],[],[],[],['https:/bn-lit-skos.lab.dariah.pl/scheme/Katharsis'],['Katharsis']
libri_thesauri_4019,classicism,['style'],FALSE,nie wiem,['http://www.wikidata.org/entity/Q170292'],['libri_thesauri_6909'],['libri_thesauri_11810'],[],['klassismi'],['http://www.yso.fi/onto/yso/p10167'],['klasicismus (umění)'],['ph121595'],[],[],['https:/bn-lit-skos.lab.dariah.pl/scheme/Klasycyzm'],['Klasycyzm']
libri_thesauri_164,Weimar Classicism,,FALSE,tak,['http://www.wikidata.org/entity/Q694408'],,,[],[],[],[],[],[],[],['https:/bn-lit-skos.lab.dariah.pl/scheme/Klasyka_weimarska'],['Klasyka_weimarska']
libri_thesauri_162,W krainie borostworów,,FALSE,tak,['http://www.wikidata.org/entity/Q20726350'],,,['sh99001401'],[],[],[],[],[],[],['https:/bn-lit-skos.lab.dariah.pl/scheme/Komiks'],['Komiks']
libri_thesauri_14349,comic,['style'],FALSE,nie wiem,['http://www.wikidata.org/entity/Q58209506'],['libri_thesauri_14355'],['libri_thesauri_11810'],['sh85028859'],['komiikka'],['http://www.yso.fi/onto/yso/p9237'],['komika'],['ph121746'],[],[],['https:/bn-lit-skos.lab.dariah.pl/scheme/Komizm'],['Komizm']
libri_thesauri_879,comparative literature,['literary studies'],FALSE,tak,['http://www.wikidata.org/entity/Q834903'],['libri_thesauri_2039'],['libri_thesauri_2049'],['sh85077534'],[],[],['literární komparatistika'],['ph137146'],[],[],['https:/bn-lit-skos.lab.dariah.pl/scheme/Komparatystyka'],['Komparatystyka']
libri_thesauri_161,Composition-literature,,FALSE,tak,['http://www.wikidata.org/entity/Q11742041'],,,[],[],[],[],[],[],[],['https:/bn-lit-skos.lab.dariah.pl/scheme/Kompozycja-literatura'],['Kompozycja-literatura']
libri_thesauri_160,Correspondence of arts,,FALSE,nie wiem,['http://www.wikidata.org/entity/Q16567872'],,,[],[],[],[],[],[],[],['https:/bn-lit-skos.lab.dariah.pl/scheme/Korespondencja_sztuk'],['Korespondencja_sztuk']
libri_thesauri_6707,feminist literary criticism,"['literary criticism', 'literary studies', 'literary theory']",FALSE,tak,['http://www.wikidata.org/entity/Q3495027'],,"['libri_thesauri_11407', 'libri_thesauri_2049', 'libri_thesauri_4278']",[],['feministinen kirjallisuudentutkimus'],['http://www.yso.fi/onto/yso/p15803'],['feministická literární kritika'],['ph120157'],[],[],['https:/bn-lit-skos.lab.dariah.pl/scheme/Krytyka_feministyczna'],['Krytyka_feministyczna']
libri_thesauri_155,letopis,,FALSE,tak,['http://www.wikidata.org/entity/Q2624969'],,,[],[],[],[],[],[],[],['https:/bn-lit-skos.lab.dariah.pl/scheme/Latopis'],['Latopis']
libri_thesauri_5706,lyric poetry,"['Christian literature', 'lyricism', 'poetry', 'religious poetry', 'fiction']",FALSE,tak,['http://www.wikidata.org/entity/Q182357'],"['libri_thesauri_7078', 'libri_thesauri_4031', 'libri_thesauri_7496', 'libri_thesauri_11034', 'libri_thesauri_6149', 'libri_thesauri_9872', 'libri_thesauri_11027', 'libri_thesauri_10891', 'libri_thesauri_10888', 'libri_thesauri_12823', 'libri_thesauri_5691']","['libri_thesauri_10520', 'libri_thesauri_2084', 'libri_thesauri_2574', 'libri_thesauri_3025', 'libri_thesauri_11707']",['sh85079180'],['lyriikka'],['http://www.yso.fi/onto/yso/p1365'],['lyrická poezie'],['ph122481'],[],[],['https:/bn-lit-skos.lab.dariah.pl/scheme/Liryka'],['Liryka']
libri_thesauri_151,Letters,,FALSE,tak,['http://www.wikidata.org/entity/Q109013838'],,,[],[],[],[],[],[],[],['https:/bn-lit-skos.lab.dariah.pl/scheme/Listy'],['Listy']
libri_thesauri_150,Nobel Prize in Literature,,FALSE,tak,['http://www.wikidata.org/entity/Q37922'],,,[],[],[],[],[],[],[],['https:/bn-lit-skos.lab.dariah.pl/scheme/Literacka_Nagroda_Nobla'],['Literacka_Nagroda_Nobla']
libri_thesauri_149,Literariness,,FALSE,tak,['http://www.wikidata.org/entity/Q3256751'],,,[],[],[],[],[],[],[],['https:/bn-lit-skos.lab.dariah.pl/scheme/Literackosc'],['Literackosc']
libri_thesauri_6399,horror literature,"['law', 'literature', 'fiction']",FALSE,tak,['http://www.wikidata.org/entity/Q193606'],,"['libri_thesauri_6496', 'libri_thesauri_13826', 'libri_thesauri_11707']",['sh2008105769'],['kauhukirjallisuus'],['http://www.yso.fi/onto/yso/p15087'],['horor (literatura)'],['ph200842'],[],[],['https:/bn-lit-skos.lab.dariah.pl/scheme/Literatura_grozy'],['Literatura_grozy']
libri_thesauri_148,Scurrilous literature,,FALSE,tak,['http://www.wikidata.org/entity/Q11761910'],,,[],[],[],[],[],[],[],['https:/bn-lit-skos.lab.dariah.pl/scheme/Literatura_sowizdrzalska'],['Literatura_sowizdrzalska']
libri_thesauri_2049,literary studies,['research'],FALSE,tak,['http://www.wikidata.org/entity/Q208217'],"['libri_thesauri_4278', 'libri_thesauri_7291', 'libri_thesauri_585', 'libri_thesauri_879', 'libri_thesauri_11407', 'libri_thesauri_2028', 'libri_thesauri_2344', 'libri_thesauri_4265', 'libri_thesauri_2045', 'libri_thesauri_11082', 'libri_thesauri_10841', 'libri_thesauri_6631', 'libri_thesauri_6707', 'libri_thesauri_4530', 'libri_thesauri_4411']",['libri_thesauri_3863'],[],[],[],['literární věda'],['ph137144'],[],[],['https:/bn-lit-skos.lab.dariah.pl/scheme/Literaturoznawstwo'],['Literaturoznawstwo']
libri_thesauri_147,Lubimyczytać.pl,,FALSE,tak,['http://www.wikidata.org/entity/Q28673161'],,,[],[],[],[],[],[],[],['https:/bn-lit-skos.lab.dariah.pl/scheme/Lubimyczytacpl'],['Lubimyczytacpl']
libri_thesauri_146,Lubusz Literary Laurel,,FALSE,tak,['http://www.wikidata.org/entity/Q56338251'],,,[],[],[],[],[],[],[],['https:/bn-lit-skos.lab.dariah.pl/scheme/Lubuski_Wawrzyn_Literacki'],['Lubuski_Wawrzyn_Literacki']
libri_thesauri_2195,midrash,"['biblical criticism', 'Classic Rabbinic literature']",FALSE,tak,['http://www.wikidata.org/entity/Q202344'],,"['libri_thesauri_553', 'libri_thesauri_822']",['sh85085046'],[],[],['midráše'],['ph262579'],[],[],['https:/bn-lit-skos.lab.dariah.pl/scheme/Midrasz'],['Midrasz']
libri_thesauri_141,Zbigniew Herbert International Literary Award,,FALSE,tak,['http://www.wikidata.org/entity/Q20035301'],,,[],[],[],[],[],[],[],['https:/bn-lit-skos.lab.dariah.pl/scheme/Miedzynarodowa_Nagroda_Literacka_im_Zbigniewa_Herberta'],['Miedzynarodowa_Nagroda_Literacka_im_Zbigniewa_Herberta']
libri_thesauri_139,African mythology,['mythology'],FALSE,nie wiem,['http://www.wikidata.org/entity/Q1032139'],['libri_thesauri_1185'],['libri_thesauri_13612'],[],[],[],[],[],[],[],['https:/bn-lit-skos.lab.dariah.pl/scheme/Mitologia_afrykanska'],['Mitologia_afrykanska']
libri_thesauri_137,Assyrian mythology,,FALSE,nie wiem,['http://www.wikidata.org/entity/Q466340'],,,[],[],[],[],[],[],[],['https:/bn-lit-skos.lab.dariah.pl/scheme/Mitologia_asyryjska'],['Mitologia_asyryjska']
libri_thesauri_136,Aztec mythology,,FALSE,nie wiem,['http://www.wikidata.org/entity/Q391184'],,,[],[],[],[],[],[],[],['https:/bn-lit-skos.lab.dariah.pl/scheme/Mitologia_aztecka'],['Mitologia_aztecka']
libri_thesauri_135,Babylonian mythology,,FALSE,nie wiem,['http://www.wikidata.org/entity/Q3859450'],,,[],[],[],[],[],[],[],['https:/bn-lit-skos.lab.dariah.pl/scheme/Mitologia_babilonska'],['Mitologia_babilonska']
libri_thesauri_134,Basque mythology,,FALSE,nie wiem,['http://www.wikidata.org/entity/Q810383'],,,['sh85089381'],[],[],[],[],[],[],['https:/bn-lit-skos.lab.dariah.pl/scheme/Mitologia_baskijska'],['Mitologia_baskijska']
libri_thesauri_133,Celtic mythology,['European mythology'],FALSE,nie wiem,['http://www.wikidata.org/entity/Q1106575'],,['libri_thesauri_1250'],['sh85089387'],[],[],[],[],[],[],['https:/bn-lit-skos.lab.dariah.pl/scheme/Mitologia_celtycka'],['Mitologia_celtycka']
libri_thesauri_749,Chinese mythology,,FALSE,nie wiem,['http://www.wikidata.org/entity/Q210677'],,,['sh85089388'],[],[],['čínská mytologie'],['ph128207'],[],[],['https:/bn-lit-skos.lab.dariah.pl/scheme/Mitologia_chinska'],['Mitologia_chinska']
libri_thesauri_1185,Egyptian mythology,['African mythology'],FALSE,nie wiem,['http://www.wikidata.org/entity/Q205740'],,['libri_thesauri_139'],['sh85089393'],[],[],['egyptská mytologie'],['ph119782'],[],[],['https:/bn-lit-skos.lab.dariah.pl/scheme/Mitologia_egipska'],['Mitologia_egipska']
libri_thesauri_1504,Greek mythology,['classical mythology'],FALSE,nie wiem,['http://www.wikidata.org/entity/Q34726'],['libri_thesauri_3640'],['libri_thesauri_7869'],['sh85089396'],[],[],['řecká mytologie'],['ph128258'],[],[],['https:/bn-lit-skos.lab.dariah.pl/scheme/Mitologia_grecka'],['Mitologia_grecka']
libri_thesauri_132,Hawaiian mythology,,FALSE,nie wiem,['http://www.wikidata.org/entity/Q3088838'],,,[],[],[],[],[],[],[],['https:/bn-lit-skos.lab.dariah.pl/scheme/Mitologia_hawajska'],['Mitologia_hawajska']
libri_thesauri_131,Hittite mythology,,FALSE,nie wiem,['http://www.wikidata.org/entity/Q1142277'],,,[],[],[],[],[],[],[],['https:/bn-lit-skos.lab.dariah.pl/scheme/Mitologia_hetycka'],['Mitologia_hetycka']
libri_thesauri_129,Inca mythology,,FALSE,nie wiem,['http://www.wikidata.org/entity/Q629040'],,,[],[],[],[],[],[],[],['https:/bn-lit-skos.lab.dariah.pl/scheme/Mitologia_inkaska'],['Mitologia_inkaska']
libri_thesauri_128,Inuit mythology,['mythology'],FALSE,nie wiem,['http://www.wikidata.org/entity/Q1473866'],,['libri_thesauri_13612'],[],[],[],[],[],[],[],['https:/bn-lit-skos.lab.dariah.pl/scheme/Mitologia_inuicka'],['Mitologia_inuicka']
libri_thesauri_127,Irish mythology,,FALSE,nie wiem,['http://www.wikidata.org/entity/Q1471505'],,,[],[],[],[],[],[],[],['https:/bn-lit-skos.lab.dariah.pl/scheme/Mitologia_irlandzka'],['Mitologia_irlandzka']
libri_thesauri_126,Japanese mythology,,FALSE,nie wiem,['http://www.wikidata.org/entity/Q814158'],,,['sh85089404'],[],[],[],[],[],[],['https:/bn-lit-skos.lab.dariah.pl/scheme/Mitologia_japonska'],['Mitologia_japonska']
libri_thesauri_125,Lithuanian mythology,,FALSE,nie wiem,['http://www.wikidata.org/entity/Q1640577'],,,[],[],[],[],[],[],[],['https:/bn-lit-skos.lab.dariah.pl/scheme/Mitologia_litewska'],['Mitologia_litewska']
libri_thesauri_124,Maya mythology,,FALSE,nie wiem,['http://www.wikidata.org/entity/Q220734'],,,[],[],[],[],[],[],[],['https:/bn-lit-skos.lab.dariah.pl/scheme/Mitologia_Majow'],['Mitologia_Majow']
libri_thesauri_123,Armenian mythology,,FALSE,nie wiem,['http://www.wikidata.org/entity/Q684411'],,,['sh85089375'],[],[],[],[],[],[],['https:/bn-lit-skos.lab.dariah.pl/scheme/Mitologia_ormianska'],['Mitologia_ormianska']
libri_thesauri_122,Persian mythology,,FALSE,nie wiem,['http://www.wikidata.org/entity/Q1130378'],,,[],[],[],[],[],[],[],['https:/bn-lit-skos.lab.dariah.pl/scheme/Mitologia_perska'],['Mitologia_perska']
libri_thesauri_121,Prussian mythology,,FALSE,nie wiem,['http://www.wikidata.org/entity/Q1341037'],,,[],[],[],[],[],[],[],['https:/bn-lit-skos.lab.dariah.pl/scheme/Mitologia_Prusow'],['Mitologia_Prusow']
libri_thesauri_3084,Roman mythology,['classical mythology'],FALSE,nie wiem,['http://www.wikidata.org/entity/Q122173'],,['libri_thesauri_7869'],['sh85089423'],[],[],['římská mytologie'],['ph128312'],['Mitología romana'],['XX528117'],['https:/bn-lit-skos.lab.dariah.pl/scheme/Mitologia_rzymska'],['Mitologia_rzymska']
libri_thesauri_8731,Norse mythology,"['European mythology', 'Norse mythology', 'mythology']",FALSE,nie wiem,['http://www.wikidata.org/entity/Q128285'],"['libri_thesauri_1965', 'libri_thesauri_11527', 'libri_thesauri_8731']","['libri_thesauri_1250', 'libri_thesauri_8731', 'libri_thesauri_13612']",['sh85089413'],['skandinaavinen mytologia'],['http://www.yso.fi/onto/yso/p20461'],['severská mytologie'],['ph116132'],[],[],['https:/bn-lit-skos.lab.dariah.pl/scheme/Mitologia_skandynawska'],['Mitologia_skandynawska']
libri_thesauri_3265,Slavic mythology,['European mythology'],FALSE,nie wiem,['http://www.wikidata.org/entity/Q201571'],"['libri_thesauri_3110', 'libri_thesauri_529']",['libri_thesauri_1250'],[],[],[],['slovanská mytologie'],['ph125649'],[],[],['https:/bn-lit-skos.lab.dariah.pl/scheme/Mitologia_slowianska'],['Mitologia_slowianska']
libri_thesauri_119,Hungarian mythology,,FALSE,nie wiem,['http://www.wikidata.org/entity/Q919887'],,,[],[],[],[],[],[],[],['https:/bn-lit-skos.lab.dariah.pl/scheme/Mitologia_wegierska'],['Mitologia_wegierska']
libri_thesauri_113,free indirect speech,,FALSE,nie wiem,['http://www.wikidata.org/entity/Q1355481'],,,[],[],[],[],[],[],[],['https:/bn-lit-skos.lab.dariah.pl/scheme/Mowa_pozornie_zalezna'],['Mowa_pozornie_zalezna']
libri_thesauri_111,Booker Prize,['literary award'],FALSE,tak,['http://www.wikidata.org/entity/Q160082'],,['libri_thesauri_13232'],['sh97002571'],[],[],[],[],[],[],['https:/bn-lit-skos.lab.dariah.pl/scheme/Nagroda_Bookera'],['Nagroda_Bookera']
libri_thesauri_110,Conrad Award,,FALSE,tak,['http://www.wikidata.org/entity/Q47468270'],,,[],[],[],[],[],[],[],['https:/bn-lit-skos.lab.dariah.pl/scheme/Nagroda_Conrada'],['Nagroda_Conrada']
libri_thesauri_109,Kościelski Award,['literary award'],FALSE,tak,['http://www.wikidata.org/entity/Q474063'],,['libri_thesauri_13232'],[],[],[],[],[],[],[],['https:/bn-lit-skos.lab.dariah.pl/scheme/Nagroda_Fundacji_im_Koscielskich'],['Nagroda_Fundacji_im_Koscielskich']
libri_thesauri_107,Akutagawa Prize,,FALSE,tak,['http://www.wikidata.org/entity/Q424160'],,,[],[],[],[],[],[],[],['https:/bn-lit-skos.lab.dariah.pl/scheme/Nagroda_im_Akutagawy'],['Nagroda_im_Akutagawy']
libri_thesauri_105,Karl Dedecius Award,,FALSE,tak,['http://www.wikidata.org/entity/Q65175248'],,,[],[],[],[],[],[],[],['https:/bn-lit-skos.lab.dariah.pl/scheme/Nagroda_im_Karla_Dedeciusa'],['Nagroda_im_Karla_Dedeciusa']
libri_thesauri_104,Kazimierz Wyka Award,,FALSE,tak,['http://www.wikidata.org/entity/Q11789162'],,,[],[],[],[],[],[],[],['https:/bn-lit-skos.lab.dariah.pl/scheme/Nagroda_im_Kazimierza_Wyki'],['Nagroda_im_Kazimierza_Wyki']
libri_thesauri_103,Wislawa Szymborska Award,,FALSE,tak,['http://www.wikidata.org/entity/Q16581340'],,,[],[],[],[],[],[],[],['https:/bn-lit-skos.lab.dariah.pl/scheme/Nagroda_im_Wislawy_Szymborskiej'],['Nagroda_im_Wislawy_Szymborskiej']
libri_thesauri_102,Gdynia Literary Prize,,FALSE,tak,['http://www.wikidata.org/entity/Q5529403'],,,[],[],[],[],[],[],[],['https:/bn-lit-skos.lab.dariah.pl/scheme/Nagroda_Literacka_Gdynia'],['Nagroda_Literacka_Gdynia']
